0.281;0.570863;0.0253699
0.359;0.570863;0.0253699
0.407;0.570863;0.0253699
0.452;0.570863;0.0253699
0.496;0.570863;0.0253699
0.555;0.570863;0.0253699
0.588;0.570863;0.0253699
0.645;0.570863;0.0253699
0.726;0.570863;0.0253699
0.771;0.570863;0.0253699
0.811;0.570863;0.0253699
0.856;0.570863;0.0253699
0.908;0.570863;0.0253699
0.954;0.570863;0.0253699
1.1000;0.570863;0.0253699
1.1068;0.570863;0.0253699
1.1103;0.570863;0.0253699
1.1155;0.570863;0.0253699
1.1201;0.570863;0.0253699
1.1264;0.570863;0.0253699
1.1312;0.570632;0.0253699
1.1377;0.570061;0.0253699
1.1404;0.32471;0.0265677
1.1449;0.319575;0.0265677
1.1508;0.316798;0.0265677
1.1546;0.315741;0.0265677
1.1593;0.313323;0.0265677
1.1661;0.310269;0.0265677
1.1705;0.307798;0.0265677
1.1756;0.304154;0.0265677
1.1804;0.300015;0.0265677
1.1870;0.294271;0.0265677
1.1899;0.29111;0.0265677
1.1954;0.282936;0.0265677
2.2009;0.125484;0.0195664
2.2060;0.119171;0.0195664
2.2086;0.0860564;0.0195664
2.2187;0.0746505;0.0241868
2.2189;0.0696539;0.0241868
2.2236;-0.0424767;0.0172863
2.2290;-0.0544112;0.0172863
2.2356;-0.0599478;0.0172863
2.2401;-0.0614121;-0.02034
2.2457;-0.109747;0.0065927
2.2500;-0.113956;0.0065927
2.2551;-0.116381;0.0065927
2.2600;-0.1161;0.0065927
2.2665;-0.0443521;0.159708
2.2700;-0.0343156;0.159708
2.2746;-0.027893;0.159708
2.2792;-0.023962;0.159708
2.2865;0.176965;0.358295
2.2911;0.195786;-2
2.2957;0.207888;-2
2.2997;0.209099;-2
3.3057;0.450035;-2
3.3099;0.476227;-2
3.3163;0.48123;0.811039
3.3195;0.478659;1.14999
3.3252;0.773738;1.34589
3.3302;0.791642;1.34589
3.3357;0.802618;1.73291
3.3405;1.05927;1.83384
3.3464;1.07026;1.83384
3.3500;1.07167;1.83384
3.3550;1.06048;1.93943
3.3596;1.23095;1.94857
3.3653;1.22346;1.94857
3.3692;1.21113;1.80579
3.3781;1.18324;1.80579
3.3793;1.33939;1.83331
3.3869;1.32719;1.83331
3.3897;1.30673;1.79316
3.3953;1.43177;1.81995
4.4011;1.41926;1.81995
4.4060;1.39045;1.81995
4.4145;1.36057;1.52866
4.4147;1.4853;1.6109
4.4196;1.47004;1.6109
4.4268;1.43837;1.6109
4.4343;1.41352;1.44314
4.4345;1.50507;1.52755
4.4412;1.48244;1.52755
4.4464;1.45441;1.52755
4.4497;1.42209;1.66756
4.4558;1.45173;1.66457
4.4622;1.43582;1.66457
4.4670;1.40224;1.66457
4.4714;1.37049;1.55949
4.4786;1.33373;1.49994
4.4808;1.3084;1.49994
4.4856;1.27004;1.49994
4.4917;1.23954;1.33537
4.4945;1.21622;1.33537
5.5014;1.1176;1.2311
5.5056;1.08468;1.2311
5.5106;1.05972;0.877626
5.5156;1.02875;0.877626
5.5214;0.898792;0.783223
5.5256;0.872921;0.4264
5.5346;0.843018;0.4264
5.5348;0.816287;0.4264
5.5406;0.651616;0.358008
5.5452;0.626135;0.107409
5.5514;0.598361;0.107409
5.5547;0.579675;0.107409
5.5596;0.563785;0.107409
5.5662;0.415246;0.0885718
5.5741;0.391416;-0.0350023
5.5785;0.372298;-0.0350023
5.5807;0.361398;-0.0350023
5.5853;0.347621;-0.0350023
5.5911;0.233654;-0.0308674
5.5947;0.212492;-0.0308674
6.6017;0.197106;-0.0308674
6.6068;0.188334;-0.00583061
6.6136;0.176634;-0.00583061
6.6180;0.060689;-0.00859773
6.6210;0.0260479;-0.00859773
6.6252;-0.0290586;-0.00859773
6.6345;-0.105651;-0.00705849
6.6346;-0.167224;-0.00705849
6.6409;-0.264453;-0.0117439
6.6453;-0.374077;-0.0117439
6.6541;-0.457685;-0.00120038
6.6582;-0.598918;-0.0200699
6.6636;-0.681183;-0.0200699
6.6686;-0.734351;-0.021376
6.6736;-0.927967;-0.021376
6.6784;-1.05172;-0.031524
6.6830;-1.18842;-0.031524
6.6878;-1.1872;-0.0268348
6.6939;-1.38176;-0.0268348
6.6977;-1.52207;-0.0148206
7.7004;-1.5443;-0.062667
7.7048;-1.7135;-0.062667
7.7139;-1.85055;-0.062667
7.7181;-2;-0.062667
7.7236;-2;-0.326658
7.7245;-2;-0.326658
7.7329;-2;-0.326658
7.7372;-2;-0.326658
7.7434;-2;-0.95666
7.7479;-2;-0.95666
7.7529;-2;-0.95666
7.7571;-2;-0.95666
7.7641;-2;-1.29083
7.7645;-2;-1.29083
7.7729;-2;-2
7.7772;-2;-2
7.7835;-2;-2
7.7886;-2;-2
7.7939;-2;-2
7.7975;-2;-2
8.8019;-2;-2
8.8072;-2;-2
8.8129;-2;-2
8.8172;-2;-2
8.8246;-2;-2
8.8247;-2;-2
8.8327;-2;-2
8.8372;-2;-2
8.8447;-2;-2
8.8447;-2;-2
8.8531;-2;-2
8.8580;-2;-2
8.8616;-2;-2
8.8659;-2;-2
8.8727;-2;-2
8.8772;-2;-2
8.8824;-2;-2
8.8858;-2;-2
8.8924;-2;-2
8.8968;-2;-2
9.9036;-2;-2
9.9051;-2;-2
9.9131;-2;-2
9.9174;-2;-2
9.9233;-2;-2
9.9277;-2;-2
9.9325;-2;-2
9.9369;-2;-2
9.9464;-2;-2
9.9464;-2;-2
9.9522;-2;-1.39869
9.9564;-2;-1.39869
9.9650;-2;-1.39869
9.9650;-2;-1.9983
9.9721;-1.52009;-1.61058
9.9764;-1.42156;-0.38638
9.9837;-1.34188;-0.38638
9.9857;-1.2986;-0.38638
9.9928;-0.707595;-0.337777
9.9947;-0.642235;-0.00138149
10.10034;-0.574143;-0.00138149
10.10054;-0.541913;-0.00138149
10.10142;-0.518032;-0.178566
10.10145;-0.0843643;-0.162326
10.10205;-0.0411079;-0.162326
10.10252;-0.0277263;2
10.10314;-0.0187858;2
10.10368;-0.0147799;2
10.10412;0.263546;2
10.10456;0.294466;-0.0680206
10.10507;0.314473;-0.0200657
