0.299;0.226577;0.144007
0.356;0.133143;0.0846225
0.397;0.132617;0.0846225
0.453;0.132108;0.0846225
0.510;0.131309;0.0846225
0.553;0.130246;0.0846225
0.614;0.128467;0.0846225
0.623;0.128109;0.0846225
0.709;0.124863;0.0846225
0.757;0.123777;0.0846225
0.821;0.120174;0.0846225
0.823;0.118534;0.0846225
0.910;0.114015;0.0846225
0.950;0.111001;0.0846225
1.1013;0.107258;0.0846225
1.1052;0.10481;0.0846225
1.1114;0.131074;0.0846225
1.1158;0.11599;0.0846225
1.1217;0.109071;0.0846225
1.1256;0.105568;0.0846225
1.1312;0.0983368;0.0846225
1.1348;0.246575;0.300557
1.1419;0.185168;0.211512
1.1423;0.175453;0.211512
1.1508;0.158298;0.211512
1.1553;0.155938;0.211512
1.1607;0.38233;0.605858
1.1657;0.288768;0.443241
1.1714;0.27827;0.443241
1.1752;0.259959;0.443241
1.1805;0.249081;0.443241
1.1849;0.93972;1.40419
1.1909;0.664587;1.00792
1.1947;0.612238;1.00792
2.2000;0.579467;1.00792
2.2054;0.903542;1.6498
2.2115;0.737179;1.38511
2.2146;0.702248;1.38511
2.2185;0.669651;1.38511
2.2232;1.02143;1.97733
2.2316;0.842759;1.73312
2.2351;0.787207;1.73312
2.2376;0.716258;1.73312
2.2425;0.716081;1.73312
2.2513;1.08646;1.89228
2.2556;0.903226;1.82665
2.2581;0.866783;1.82665
2.2625;1.27549;1.66702
2.2705;1.0376;1.73285
2.2753;0.992068;1.73285
2.2787;1.36123;1.70608
2.2833;1.15203;1.71712
2.2916;1.10822;1.71712
2.2951;1.02867;1.71712
3.3013;1.37842;1.36693
3.3032;1.19602;1.51133
3.3104;1.12474;1.51133
3.3150;1.43508;1.28566
3.3217;1.22855;1.37872
3.3223;1.18871;1.37872
3.3311;1.11154;1.37872
3.3350;1.3286;1.41057
3.3404;1.22218;1.39744
3.3434;1.10617;1.39744
3.3480;1.24221;1.03005
3.3525;1.12376;1.18155
3.3589;1.08416;1.18155
3.3632;1.00968;0.695986
3.3724;0.971942;0.896218
3.3725;0.931716;0.896218
3.3795;0.918594;0.896218
3.3841;1.00012;0.309699
3.3920;0.909274;0.551562
3.3954;0.894122;0.551562
3.3987;0.809714;0.551562
4.4032;0.891359;0.0456694
4.4116;0.799606;0.254285
4.4155;0.777267;0.254285
4.4186;0.770183;-0.0709565
4.4233;0.731263;0.0631637
4.4313;0.680065;0.0631637
4.4351;0.664458;0.0631637
4.4390;0.627876;0.0631637
4.4437;0.601794;-0.0874816
4.4525;0.571078;-0.0253598
4.4527;0.56327;-0.0253598
4.4594;0.537701;-0.0253598
4.4641;0.473341;-0.0259968
4.4715;0.470067;-0.0257342
4.4759;0.445567;-0.0257342
4.4797;0.425122;-0.0257342
4.4840;0.384271;-0.00237406
4.4924;0.36398;-0.0120071
4.4927;0.350219;-0.0120071
4.4985;0.339048;-0.0120071
5.5036;0.304102;0.000969931
5.5121;0.289782;-0.00438142
5.5124;0.279083;-0.00438142
5.5187;0.270304;-0.00438142
5.5237;0.256564;-0.00438142
5.5323;0.182233;-0.0603388
5.5325;0.194149;-0.0372636
5.5397;0.190001;-0.0372636
5.5440;0.184354;-0.0372636
5.5481;0.161629;-0.0372636
5.5542;-0.033235;-0.223356
5.5612;0.0358691;-0.146617
5.5652;0.0304322;-0.146617
5.5726;0.0368586;-0.146617
5.5728;0.0353338;-0.146617
5.5794;-0.292911;-0.492805
5.5836;-0.173593;-0.350047
5.5916;-0.17305;-0.350047
5.5953;-0.157261;-0.350047
5.5986;-0.158414;-0.350047
6.6036;-0.606584;-0.923763
6.6129;-0.422624;-0.687179
6.6131;-0.400582;-0.687179
6.6193;-0.353122;-0.687179
6.6241;-0.915874;-1.56932
6.6324;-0.692758;-1.20555
6.6327;-0.654706;-1.20555
6.6398;-0.605782;-1.20555
6.6441;-0.586774;-1.20555
6.6488;-1.97672;-2
6.6561;-1.44202;-2
6.6600;-1.37629;-2
6.6649;-1.94793;-2
6.6726;-1.63553;-2
6.6728;-1.60066;-2
6.6819;-1.99552;-2
6.6850;-1.72088;-2
6.6918;-1.66617;-2
6.6928;-1.61251;-1.95344
6.6997;-1.54022;-2
7.7040;-1.99938;-1.75093
7.7132;-1.76184;-1.93559
7.7133;-1.98998;-1.16376
7.7195;-1.79165;-1.48204
7.7245;-1.68632;-1.48204
7.7313;-1.78038;-0.373203
7.7327;-1.6603;-0.830454
7.7393;-1.57068;-0.830454
7.7448;-1.59012;0.170644
7.7532;-1.47637;-0.24218
7.7532;-1.40117;-0.24218
7.7599;-1.40888;0.139418
7.7645;-1.30293;-0.0179421
7.7708;-1.21332;-0.0179421
7.7741;-1.20587;-0.0179421
7.7795;-1.09612;-0.167536
7.7844;-1.04843;-0.105848
7.7909;-0.996949;-0.105848
7.7950;-0.949505;-0.105848
7.7997;-0.881406;0.00600715
8.8040;-0.834764;-0.0401185
8.8126;-0.789401;-0.0401185
8.8126;-0.734171;-0.0401185
8.8197;-0.69894;-0.0401185
8.8241;-0.638358;0.0226129
8.8284;-0.612789;-0.00325572
8.8342;-0.593348;-0.00325572
8.8401;-0.559099;-0.00325572
8.8444;-0.520445;-0.00325572
8.8488;-0.460808;0.00321304
8.8528;-0.438432;0.000545509
8.8603;-0.428394;0.000545509
8.8653;-0.404648;0.000545509
8.8694;-0.328231;0.0525013
8.8749;-0.335559;0.0310762
8.8803;-0.307852;0.0310762
8.8848;-0.301379;0.0310762
8.8917;-0.288939;0.0310762
8.8926;-0.208204;0.024562
8.8999;-0.223603;0.0272483
9.9044;-0.212814;0.0272483
9.9120;-0.199248;0.0272483
9.9123;-0.193832;0.0272483
9.9192;-0.182374;0.00991822
9.9236;-0.170497;0.0170646
9.9283;-0.163623;0.0170646
9.9328;-0.15874;0.0170646
9.9405;-0.148142;0.0170646
9.9448;-0.0988386;0.0180719
9.9526;-0.107952;0.0176565
9.9526;-0.105725;0.0176565
9.9606;-0.0999431;0.0176565
9.9653;-0.0578452;-0.0539095
9.9721;-0.0672786;-0.0243978
9.9723;-0.0652844;-0.0243978
9.9801;-0.0621521;-0.0243978
9.9829;-0.060749;-0.0243978
9.9893;0.00574759;0.0868326
9.9927;-0.0152892;0.0409644
9.9997;-0.0161426;0.0409644
